timestamp,ax,ay,az,gx,gy,gz
35.99000000,-0.3010,1.0000,-2.9079,-0.1488,2.3437,-1.8412
35.99500000,0.1462,0.9845,-3.4584,0.3471,1.6949,-1.3680
36.00000000,0.2682,0.7657,-2.8329,-0.3207,2.1082,0.0102
36.00500000,-0.6550,1.0544,-0.9651,-1.7295,2.2980,1.8954
36.01000000,-3.6640,2.3677,0.2511,-6.3228,4.3664,0.8518
36.01500000,-6.1903,4.2780,-1.1327,-4.1209,4.8560,-2.0227
36.02000000,-3.9248,4.5210,-3.0549,-1.3568,3.4845,-2.6622
36.02500000,-1.1175,2.9668,-2.8044,-1.2576,2.4630,-1.7742
36.03000000,-0.7824,1.4159,-1.4016,-1.0161,1.3804,-1.2567
36.03500000,-0.5220,0.2268,-0.7168,-0.5534,0.8753,-1.4808
36.04000000,-0.1226,-0.5279,-1.1320,-0.4295,0.8309,-2.0899
36.04500000,-0.0366,-0.7952,-2.1559,-0.3791,0.8528,-2.7453
36.05000000,-0.0080,-0.8114,-3.3024,-0.1696,0.8483,-3.0868
36.05500000,0.1006,-0.7933,-4.2935,0.0142,0.8511,-3.4320
36.06000000,0.2110,-0.7664,-4.9728,0.1855,0.8421,-3.5034
36.06500000,0.3277,-0.6824,-5.2309,0.3929,0.7968,-3.2109
36.07000000,0.5172,-0.5256,-5.0499,0.6180,0.7826,-2.6865
36.07500000,0.7461,-0.3213,-4.6044,0.7747,0.8031,-2.1290
36.08000000,0.9251,-0.0834,-4.0992,0.8262,0.8864,-1.5849
36.08500000,1.0239,0.2015,-3.6664,0.8151,1.0279,-1.2123
36.09000000,1.0440,0.5200,-3.4352,0.7174,1.1986,-1.0532
36.09500000,0.9951,0.8477,-3.4123,0.5957,1.3816,-1.0410
36.10000000,0.9034,1.1704,-3.4981,0.5209,1.4657,-1.1277
36.10500000,0.8041,1.4584,-3.6479,0.5059,1.5663,-1.2634
36.11000000,0.7381,1.6980,-3.8001,0.5113,1.6388,-1.3196
36.11500000,0.7027,2.0920,-3.7515,0.4987,2.0762,-1.1484
36.12000000,0.7038,2.6659,-3.4289,0.4752,2.2906,-0.9829
36.12500000,0.7660,3.0113,-3.0643,0.4204,2.2322,-0.9672
36.13000000,0.8623,3.0620,-2.8272,0.3298,2.1316,-1.0492
36.13500000,0.9612,3.0263,-2.6764,0.2702,1.9905,-1.1541
36.14000000,1.0504,2.9389,-2.5367,0.2398,1.8353,-1.4479
36.14500000,1.1034,2.8142,-2.3611,0.3061,1.5715,-1.4824
36.15000000,1.1233,2.6810,-2.1364,0.4189,1.3929,-1.4875
36.15500000,1.1402,2.5604,-1.8521,0.5422,1.2323,-1.4179
36.16000000,1.1504,2.4533,-1.5321,0.6520,1.0814,-1.3725
36.16500000,1.1381,2.3433,-1.2959,0.7208,0.9221,-1.4482
36.17000000,1.1037,2.2018,-1.2227,0.7614,0.7176,-1.6084
36.17500000,1.0495,1.9976,-1.2955,0.7693,0.4559,-1.8477
36.18000000,0.9583,1.7312,-1.4973,0.7455,0.1538,-2.1439
36.18500000,0.8322,1.4390,-1.7786,0.8137,-0.2925,-2.4501
36.19000000,0.7145,1.1768,-2.0528,0.8203,-0.5890,-2.6242
36.19500000,0.6182,0.9593,-2.2708,0.8087,-0.7827,-2.7254
36.20000000,0.5034,0.7529,-2.4129,0.7345,-0.9294,-2.7364
36.20500000,0.3603,0.5604,-2.4608,0.6537,-1.0486,-2.6553
36.21000000,0.2117,0.4081,-2.4251,0.5503,-1.1362,-2.5223
36.21500000,0.0612,0.2823,-2.3656,0.4719,-1.2299,-2.4031
36.22000000,-0.0789,0.1620,-2.3126,0.4147,-1.3116,-2.2562
36.22500000,-0.2097,0.0865,-2.2262,0.3686,-1.3180,-2.0670
36.23000000,-0.3513,0.0886,-2.1080,0.3086,-1.2967,-1.8356
36.23500000,-0.5263,0.1372,-2.0209,0.2704,-1.2495,-1.7446
36.24000000,-0.7198,0.2177,-1.9783,0.1854,-1.1744,-1.6800
36.24500000,-0.8757,0.3515,-1.9645,0.1210,-1.0426,-1.6830
36.25000000,-1.0318,0.5942,-2.0302,-0.0234,-0.7867,-1.8128
36.25500000,-1.2117,0.8981,-2.1638,-0.1021,-0.6194,-1.9335
36.26000000,-1.3281,1.1474,-2.2644,-0.1170,-0.4537,-2.0510
36.26500000,-1.4067,1.3376,-2.3241,-0.1784,-0.3556,-2.1934
36.27000000,-1.4852,1.4101,-2.4062,-0.1627,-0.4009,-2.4261
36.27500000,-1.5525,1.3401,-2.5518,-0.1992,-0.4704,-2.7218
36.28000000,-1.6703,1.2217,-2.7470,-0.2463,-0.5604,-3.0291
36.28500000,-1.8365,1.0919,-2.9678,-0.2918,-0.6435,-3.4858
36.29000000,-2.0435,0.9510,-3.1941,-0.4843,-0.7517,-3.6487
36.29500000,-2.3214,0.7834,-3.3753,-0.7691,-0.8930,-3.7480
36.30000000,-2.6486,0.5380,-3.4770,-1.1027,-1.1306,-3.7801
36.30500000,-2.9669,0.1545,-3.4940,-1.4070,-1.4835,-3.7652
36.31000000,-3.2422,-0.3815,-3.4666,-1.6898,-1.9288,-3.7580
36.31500000,-3.5052,-1.0054,-3.4346,-1.9494,-2.3763,-3.7333
36.32000000,-3.8000,-1.6273,-3.3635,-2.2278,-2.8002,-3.5142
36.32500000,-4.1598,-2.1547,-3.2518,-2.5394,-3.0924,-3.1628
36.33000000,-4.6416,-2.4438,-3.1977,-3.0228,-3.1325,-2.8743
36.33500000,-5.2696,-2.4330,-3.1638,-3.5841,-3.0179,-2.4860
36.34000000,-5.9557,-2.2986,-2.8711,-4.1236,-2.9671,-1.7975
36.34500000,-6.6076,-2.2373,-2.1131,-4.6033,-2.9816,-0.8253
36.35000000,-7.1972,-2.2427,-1.0011,-5.0134,-2.9891,0.1812
36.35500000,-7.6792,-2.1791,0.3572,-5.3044,-2.7735,1.4062
36.36000000,-7.9115,-1.9603,1.5499,-5.3333,-2.2816,1.8354
36.36500000,-7.8355,-1.6522,1.8780,-5.2642,-1.7625,1.5876
36.37000000,-7.5941,-1.3405,1.6214,-5.2433,-1.0384,1.3831
36.37500000,-7.2513,-1.0344,1.4975,-4.9697,-0.6119,1.3823
36.38000000,-6.8042,-0.7102,1.6035,-4.6323,-0.1624,1.4106
36.38500000,-6.3560,-0.3835,1.7909,-4.3431,0.2341,1.4124
36.39000000,-6.0699,-0.1865,2.0740,-4.2725,0.4725,1.5554
36.39500000,-6.3078,-0.8775,3.2305,-4.9511,-0.6633,3.1968
36.40000000,-6.4212,-3.0555,5.4255,-4.2978,-2.2897,4.7554
36.40500000,-5.8779,-3.9636,5.1099,-4.1897,-0.2819,1.6574
36.41000000,-3.9299,-0.7210,-0.5728,-1.2873,3.6341,-4.1183
36.41500000,-0.4544,3.3251,-7.2995,-0.0564,4.6264,-6.5090
36.42000000,0.2768,5.7555,-11.7192,-2.7793,6.9135,-9.6200
36.42500000,-5.0829,3.0590,-15.0063,-9.5958,-2.2826,-10.6528
36.43000000,-7.6867,-2.9800,-10.5439,-2.1010,-2.6926,0.6659
36.43500000,-0.6192,-2.4410,-0.3107,3.4689,0.6446,2.2497
36.44000000,3.4938,-0.6456,1.1099,-0.0828,-0.4317,-1.5227
36.44500000,-0.5002,-1.5221,-2.6717,-2.8033,0.8255,-1.7596
36.45000000,-2.5393,-0.6694,-2.7746,-0.8731,0.1952,-0.9832
36.45500000,-0.6662,-0.1891,-1.4970,0.3563,0.0072,-0.5591
36.46000000,0.5258,-0.2917,-1.0209,0.0538,0.1674,-0.8578
36.46500000,0.1537,-0.0997,-1.2039,-0.3684,0.3524,-0.9808
36.47000000,-0.4707,0.2072,-1.3295,-0.8739,0.8679,-0.9193
36.47500000,-0.9782,0.6182,-1.1665,-1.0101,0.9429,-0.6277
36.48000000,-1.0286,0.5772,-0.9803,-0.6542,0.4057,-0.6650
36.48500000,-0.6561,0.1927,-1.0515,-0.2938,0.1055,-0.9114
36.49000000,-0.3128,0.0172,-1.1949,-0.0972,0.1175,-0.8546
36.49500000,-0.1083,0.2301,-1.1178,0.0610,0.3937,-0.7180
36.50000000,0.0034,0.5990,-0.9638,0.0583,0.5490,-0.6156
36.50500000,-0.1305,0.7596,-0.8842,-0.2291,0.4656,-0.5892
36.51000000,-0.4110,0.6299,-0.9024,-0.3136,0.3021,-0.6368
36.51500000,-0.5165,0.4454,-0.9315,-0.2763,0.2511,-0.6076
36.52000000,-0.4581,0.3076,-0.9121,-0.2141,0.1394,-0.6469
36.52500000,-0.2984,0.2196,-0.9528,-0.0082,0.1813,-0.7427
36.53000000,-0.0870,0.2638,-1.0265,0.0587,0.3797,-0.7275
36.53500000,0.0090,0.4526,-0.9842,0.0770,0.6350,-0.5661
36.54000000,0.0040,0.7450,-0.8565,0.0495,0.9324,-0.4707
36.54500000,-0.0212,0.7948,-0.8543,0.0573,0.6917,-0.6043
36.55000000,-0.0645,0.5389,-0.9561,0.0160,0.7496,-0.5667
36.55500000,-0.0156,0.3044,-0.9952,0.1572,0.4131,-0.6181
36.56000000,0.0203,0.0704,-1.0011,-0.2009,0.2300,-0.4791
36.56500000,-0.1552,0.1016,-0.9275,-0.3854,0.6526,-0.3427
36.57000000,-0.2534,0.4333,-0.8066,-0.3265,0.9913,-0.3415
36.57500000,-0.2739,0.6708,-0.7785,-0.4249,1.2610,-0.4384
36.58000000,-0.4143,0.6642,-0.8366,-0.4649,1.0673,-0.5138
36.58500000,-0.4218,0.3600,-0.8675,-0.3681,0.6249,-0.5740
36.59000000,-0.2377,-0.0234,-0.8669,-0.3882,0.1669,-0.5810
36.59500000,0.0783,-0.0014,-0.8693,-0.0916,0.8776,-0.5503
36.60000000,0.3940,0.3282,-0.8755,-0.0765,0.6155,-0.4942
36.60500000,0.2917,0.3932,-1.0529,-0.3721,0.5822,-0.6684
36.61000000,-0.0925,0.2694,-1.2671,-0.4657,0.6781,-0.7256
36.61500000,-0.1599,0.2523,-1.3890,-0.1988,0.9384,-0.8928
36.62000000,0.1604,0.2718,-1.4371,0.1250,1.3082,-0.7745
36.62500000,0.5019,0.4021,-1.4030,0.2267,1.8744,-0.8201
36.63000000,0.7153,0.7575,-1.6101,0.3467,2.0948,-0.8746
36.63500000,0.7030,0.9907,-2.1615,0.1686,2.0916,-1.3528
36.64000000,0.4157,1.0616,-2.8611,-0.0333,2.2212,-1.8043
36.64500000,0.1473,1.3311,-3.4534,0.0532,2.5601,-2.1004
36.65000000,-0.1505,1.1577,-3.4947,-0.2507,1.6263,-1.5381
36.65500000,-0.7673,0.5127,-2.3263,-1.0886,1.7046,0.4429
36.66000000,-1.2134,0.2447,-0.0352,-1.2768,1.3772,2.5025
36.66500000,-3.7117,0.8178,0.9901,-6.6056,2.8505,1.1738
36.67000000,-6.9342,2.3881,-0.9806,-4.8234,3.6643,-1.7804
36.67500000,-4.6722,3.2657,-3.0672,-0.8406,2.8810,-1.9756
36.68000000,-1.1115,2.6854,-2.3572,-1.2196,2.6045,-0.6026
36.68500000,-1.1009,1.7481,-0.3992,-1.5184,1.8176,0.2437
36.69000000,-1.3051,0.8324,0.4629,-1.0114,1.4783,0.0923
36.69500000,-0.8139,0.1354,0.0113,-0.7058,1.2813,-0.5682
36.70000000,-0.5724,-0.1544,-1.0981,-0.4417,1.2899,-1.4357
36.70500000,-0.4559,-0.0843,-2.3977,-0.2780,1.4631,-2.2207
36.71000000,-0.3429,0.1451,-3.5234,-0.1539,1.6152,-2.7054
36.71500000,-0.1609,0.3099,-4.3637,-0.0015,1.6426,-3.1190
36.72000000,0.0272,0.3275,-4.8923,-0.0163,1.5903,-3.0957
36.72500000,0.0902,0.2939,-4.8804,-0.0428,1.5335,-2.5424
36.73000000,0.1910,0.3256,-4.4020,0.1445,1.3224,-1.9826
36.73500000,0.4974,0.3911,-3.8029,0.4288,1.2595,-1.4541
36.74000000,0.8554,0.4595,-3.3260,0.5910,1.3341,-1.1069
36.74500000,1.0414,0.6226,-3.1256,0.5831,1.5405,-0.9922
36.75000000,1.0569,0.9017,-3.1934,0.5680,1.7599,-1.0266
36.75500000,1.0503,1.2084,-3.3862,0.6223,1.9271,-1.1241
36.76000000,1.0726,1.4936,-3.6051,0.6890,2.0676,-1.2780
36.76500000,1.0664,1.7754,-3.8568,0.7205,2.2059,-1.4733
36.77000000,1.0172,2.0923,-4.0992,0.8280,2.3806,-1.5970
36.77500000,0.9742,2.5110,-4.1721,0.8135,2.5499,-1.5843
36.78000000,0.9711,3.0074,-3.9753,0.7552,2.7604,-1.4851
36.78500000,1.0112,3.3619,-3.5806,0.6640,2.7377,-1.3582
36.79000000,1.1187,3.4508,-3.0490,0.5105,2.5728,-1.3081
36.79500000,1.2523,3.3671,-2.5514,0.4921,2.4066,-1.3423
36.80000000,1.3071,3.1990,-2.3559,0.5125,2.2004,-1.5547
36.80500000,1.3091,3.0155,-2.3367,0.7643,2.0280,-1.9015
36.81000000,1.3018,2.8649,-2.1725,0.8690,1.7418,-1.8208
36.81500000,1.2706,2.7349,-1.8511,0.9371,1.5478,-1.7957
36.82000000,1.2467,2.5830,-1.6312,0.9792,1.1919,-2.0882
36.82500000,1.1879,2.2376,-1.7993,0.8751,0.6294,-2.6219
36.83000000,1.0410,1.6946,-2.3344,0.7811,0.1304,-3.1115
36.83500000,0.8884,1.2571,-2.8270,0.8183,-0.4705,-3.3498
36.84000000,0.7798,0.9872,-3.0598,0.8225,-0.7672,-3.3815
36.84500000,0.6635,0.7508,-3.1239,0.7823,-0.9399,-3.3106
36.85000000,0.4994,0.5543,-3.0964,0.6913,-1.0346,-3.1847
36.85500000,0.2980,0.4302,-3.0313,0.5640,-1.1007,-3.0458
36.86000000,0.0736,0.3464,-2.9660,0.4146,-1.1558,-2.9127
36.86500000,-0.1732,0.2748,-2.9053,0.2604,-1.2045,-2.7687
36.87000000,-0.4804,0.2102,-2.7826,0.0557,-1.2561,-2.4228
36.87500000,-0.8273,0.1880,-2.6133,-0.0990,-1.2203,-2.2653
36.88000000,-1.1089,0.2850,-2.5531,-0.2118,-1.0789,-2.2335
36.88500000,-1.3156,0.5108,-2.5843,-0.2797,-0.8745,-2.1939
36.89000000,-1.4804,0.7826,-2.5632,-0.3504,-0.6992,-2.1302
36.89500000,-1.6116,1.0422,-2.4689,-0.4064,-0.5107,-2.0681
36.90000000,-1.6834,1.2938,-2.3508,-0.3986,-0.3410,-2.0541
36.90500000,-1.6941,1.5020,-2.2884,-0.3981,-0.2358,-2.1701
36.91000000,-1.7337,1.6538,-2.3500,-0.4377,-0.1228,-2.5380
36.91500000,-1.8452,1.7619,-2.5117,-0.4649,-0.0862,-2.8447
36.92000000,-1.9576,1.7709,-2.7348,-0.4309,-0.1390,-3.2211
36.92500000,-2.0606,1.6866,-3.0054,-0.4628,-0.2095,-3.5408
36.93000000,-2.2235,1.5640,-3.2805,-0.5579,-0.3163,-3.7358
36.93500000,-2.4490,1.4141,-3.5233,-0.7404,-0.4287,-3.8831
36.94000000,-2.7272,1.2295,-3.6941,-1.0043,-0.5901,-3.9498
36.94500000,-3.0539,0.9740,-3.7530,-1.3333,-0.8184,-3.9418
36.95000000,-3.3808,0.5962,-3.6990,-1.6502,-1.1668,-3.8593
36.95500000,-3.6835,0.0724,-3.5849,-1.9798,-1.6013,-3.7955
36.96000000,-3.9800,-0.5474,-3.5188,-2.2878,-2.0563,-3.8172
36.96500000,-4.2763,-1.1943,-3.5601,-2.5605,-2.5181,-3.8985
36.97000000,-4.5952,-1.8111,-3.6265,-2.8063,-2.9093,-3.8707
36.97500000,-4.9702,-2.3050,-3.5461,-3.1208,-3.1732,-3.4537
36.98000000,-5.4233,-2.6047,-3.2112,-3.5487,-3.2897,-2.7631
36.98500000,-5.9526,-2.7072,-2.6138,-4.0305,-3.2853,-1.9042
36.99000000,-6.5200,-2.6594,-1.7913,-4.5506,-3.2065,-0.9770
36.99500000,-7.0849,-2.5195,-0.8446,-5.0471,-3.0831,-0.0910
37.00000000,-7.5611,-2.3502,0.1023,-5.4180,-2.9524,0.6890
37.00500000,-7.8490,-2.2076,0.9304,-5.6233,-2.6598,1.2668
37.01000000,-7.9291,-2.0595,1.5261,-5.6756,-2.2261,1.6046
37.01500000,-7.8563,-1.8156,1.8048,-5.6328,-1.7041,1.6465
37.02000000,-7.6614,-1.4252,1.7787,-5.4215,-1.0962,1.4705
37.02500000,-7.3367,-0.9154,1.6467,-5.0830,-0.7063,1.3150
37.03000000,-6.9497,-0.3811,1.6070,-4.8015,0.2839,1.1568
37.03500000,-6.4938,0.0417,1.7508,-4.3876,0.6774,1.1935
37.04000000,-5.9823,0.1011,2.0383,-4.1054,0.6595,1.1837
37.04500000,-6.0330,-1.0930,3.3053,-4.8077,-1.0601,3.1962
37.05000000,-6.2739,-3.5271,5.7924,-4.2546,-2.3128,4.8479
37.05500000,-5.9594,-4.1051,5.7267,-4.0519,-0.2768,2.1338
37.06000000,-4.4633,-0.8869,-0.0085,-1.9532,3.2506,-4.0215
37.06500000,-1.6613,2.8640,-7.4587,-1.0491,4.3326,-7.1514
37.07000000,-0.6397,5.8354,-12.5795,-2.6927,7.6591,-10.1866
37.07500000,-4.9441,4.0984,-14.4985,-9.1652,-1.5367,-8.4130
37.08000000,-6.6358,-2.3174,-8.5203,-0.7584,-3.3945,1.2777
37.08500000,0.3515,-2.9071,-0.1052,3.0007,0.4610,0.8234
37.09000000,2.7754,-0.7808,-0.3865,-1.4480,0.2130,-2.0294
37.09500000,-1.6915,-1.0145,-2.8754,-2.7416,0.6038,-0.8184
37.10000000,-2.4956,-0.7727,-1.9300,-0.7342,-0.3716,-0.8374
37.10500000,-0.5440,-0.6053,-1.3311,-0.1793,0.1956,-0.8137
37.11000000,0.0700,-0.3141,-1.4514,-0.3585,0.1963,-1.2078
37.11500000,-0.2089,-0.0622,-1.5451,-0.4504,0.2461,-1.0603
37.12000000,-0.4336,0.2853,-1.2650,-0.5845,0.8850,-0.5813
37.12500000,-0.6052,0.8885,-0.9058,-0.6420,0.8909,-0.6433
37.13000000,-0.6596,0.8290,-1.0121,-0.5792,0.3619,-0.8171
37.13500000,-0.6521,0.3473,-1.1272,-0.5529,0.1119,-0.7616
37.14000000,-0.6830,0.1624,-1.0880,-0.5944,0.2370,-0.7875
37.14500000,-0.5945,0.2960,-1.0572,-0.2906,0.2472,-0.7310
37.15000000,-0.2865,0.4286,-0.9947,-0.0666,0.2886,-0.6835
37.15500000,-0.1320,0.4636,-0.9706,-0.1779,0.2882,-0.7219
37.16000000,-0.2257,0.4544,-1.0135,-0.2075,0.3067,-0.7217
37.16500000,-0.2464,0.4290,-0.9843,-0.1149,0.2769,-0.6451
37.17000000,-0.1606,0.3530,-0.9562,-0.0490,0.2651,-0.7105
37.17500000,-0.0798,0.2568,-1.0265,0.0389,0.1873,-0.7407
37.18000000,-0.0177,0.2016,-1.0491,0.0669,0.2407,-0.6602
37.18500000,-0.0327,0.3277,-0.9347,-0.0262,0.6150,-0.4827
37.19000000,-0.1050,0.6108,-0.8055,-0.0319,0.8363,-0.4233
37.19500000,-0.1864,0.6947,-0.8253,-0.1348,0.8345,-0.5002
37.20000000,-0.2864,0.5180,-0.9362,-0.1442,0.7713,-0.5091
37.20500000,-0.2752,0.2888,-0.9899,-0.0117,0.6592,-0.5007
37.21000000,-0.1736,0.2125,-0.9777,-0.0303,0.8466,-0.4710
37.21500000,-0.0654,0.2544,-0.9470,0.0455,0.7363,-0.5539
37.22000000,0.0804,0.1542,-0.9354,0.0021,0.5748,-0.6055
37.22500000,0.1051,0.0828,-0.9157,-0.1902,0.7372,-0.6127
37.23000000,-0.0384,0.1488,-0.8815,-0.3557,0.6800,-0.5560
37.23500000,-0.1133,0.1705,-0.8292,-0.3656,0.6273,-0.4538
37.24000000,-0.0647,0.1781,-0.7966,-0.4153,0.4564,-0.4237
37.24500000,-0.0251,0.2334,-0.9869,-0.3023,0.5337,-0.7448
37.25000000,0.0740,0.2822,-1.3068,-0.0653,0.7266,-0.8840
37.25500000,0.0373,0.2661,-1.4536,-0.3416,1.0442,-0.9719
37.26000000,-0.0872,0.3140,-1.4541,-0.0140,1.3862,-1.0034
37.26500000,0.2723,0.3784,-1.3470,0.4086,1.4532,-0.6469
37.27000000,0.6804,0.3038,-1.3134,0.3210,1.5498,-0.7385
37.27500000,0.5766,0.3378,-1.4940,0.1905,1.7739,-0.7191
37.28000000,0.3209,0.6049,-1.7034,0.0678,1.9618,-0.8385
37.28500000,0.2149,0.9922,-2.3290,0.0143,2.3521,-1.8088
37.29000000,0.2593,1.2817,-3.2729,0.1089,2.2822,-2.1149
37.29500000,0.0691,1.1906,-3.2908,-0.3419,2.0857,-1.2406
37.30000000,-0.3984,0.8643,-2.0987,-0.6674,1.8041,0.1821
37.30500000,-0.5264,0.2169,-0.3369,-0.7266,0.9695,1.8582
37.31000000,-3.1592,0.6464,0.3311,-6.5185,3.2222,0.5001
37.31500000,-6.5197,2.6855,-1.5093,-4.2053,3.8417,-2.2013
37.32000000,-3.9876,3.3417,-3.3386,-0.2993,2.6816,-2.2496
37.32500000,-0.4292,2.3643,-2.6463,-0.7596,2.3176,-0.9270
37.33000000,-0.5614,1.4576,-1.0075,-1.1228,1.5391,-0.3674
37.33500000,-0.8459,0.6282,-0.3429,-0.7112,1.0241,-0.5969
37.34000000,-0.4059,-0.0428,-0.7291,-0.4000,0.9878,-1.1797
37.34500000,-0.1686,-0.2824,-1.6303,-0.2586,1.2033,-1.8262
37.35000000,-0.1083,-0.1721,-2.6269,-0.1195,1.3961,-2.3709
37.35500000,-0.0250,0.0148,-3.4960,0.0238,1.4836,-2.7612
37.36000000,0.1010,0.1040,-4.1352,0.1084,1.4713,-2.9448
37.36500000,0.1914,0.1021,-4.4948,0.1278,1.4373,-2.9410
37.37000000,0.2222,0.1265,-4.5423,0.1196,1.4044,-2.5438
37.37500000,0.2871,0.2191,-4.2830,0.2305,1.2399,-2.1218
37.38000000,0.4623,0.3025,-3.8518,0.3656,1.1699,-1.6837
37.38500000,0.6688,0.3425,-3.4319,0.4811,1.1472,-1.3249
37.39000000,0.8108,0.4230,-3.1390,0.5201,1.2443,-1.0878
37.39500000,0.8648,0.5963,-3.0170,0.5127,1.3829,-0.9857
37.40000000,0.8562,0.8124,-3.0684,0.4863,1.4936,-1.0166
37.40500000,0.8026,1.0224,-3.2316,0.4374,1.5892,-1.0709
37.41000000,0.7237,1.2363,-3.3828,0.4288,1.6905,-1.0894
37.41500000,0.6634,1.4554,-3.4643,0.4362,1.7530,-1.1011
37.42000000,0.6214,1.6500,-3.5152,0.4819,1.7988,-1.1788
37.42500000,0.5959,1.8526,-3.5565,0.4921,1.8424,-1.2496
37.43000000,0.6003,2.1458,-3.5306,0.4764,2.0486,-1.2765
37.43500000,0.6200,2.5096,-3.3497,0.3986,2.2004,-1.2066
37.44000000,0.6866,2.7918,-3.0424,0.3593,2.1872,-1.1765
37.44500000,0.8292,2.9246,-2.7573,0.3151,2.1440,-1.2160
37.45000000,0.9631,2.9617,-2.5727,0.2373,2.0520,-1.3286
37.45500000,1.0282,2.8989,-2.4929,0.1937,1.8529,-1.5229
37.46000000,1.0697,2.7493,-2.4798,0.2565,1.6287,-1.7061
37.46500000,1.1157,2.5872,-2.3890,0.3763,1.4076,-1.7181
37.47000000,1.1619,2.4364,-2.1202,0.5505,1.1881,-1.6292
37.47500000,1.2119,2.3018,-1.7898,0.7051,1.0075,-1.5904
37.48000000,1.2306,2.1906,-1.5640,0.8022,0.8419,-1.7926
37.48500000,1.1796,2.0514,-1.4968,0.8457,0.7023,-1.9406
37.49000000,1.0712,1.8203,-1.5736,0.8226,0.1523,-2.1259
37.49500000,0.9414,1.5032,-1.7041,0.8160,-0.2233,-2.2455
37.50000000,0.8282,1.1557,-1.8014,0.8444,-0.5914,-2.3149
37.50500000,0.7432,0.8334,-1.9174,0.8759,-0.8952,-2.4232
37.51000000,0.6505,0.5923,-2.1158,0.8637,-1.0220,-2.5504
37.51500000,0.5304,0.4495,-2.3321,0.8331,-1.0943,-2.6173
37.52000000,0.3883,0.3586,-2.4584,0.7507,-1.1488,-2.5683
37.52500000,0.2407,0.2869,-2.4472,0.6808,-1.1950,-2.4212
37.53000000,0.1134,0.2000,-2.3653,0.5975,-1.2907,-2.3022
37.53500000,-0.0079,0.0908,-2.3103,0.5592,-1.3559,-2.1299
37.54000000,-0.1428,0.0146,-2.2749,0.5079,-1.3875,-2.0285
37.54500000,-0.2865,-0.0174,-2.2128,0.4672,-1.3976,-1.9081
37.55000000,-0.4387,-0.0282,-2.1443,0.4053,-1.4010,-1.8413
37.55500000,-0.6142,-0.0113,-2.1197,0.3161,-1.3646,-1.8275
37.56000000,-0.7982,0.0698,-2.1449,0.2190,-1.2609,-1.8624
37.56500000,-0.9633,0.2479,-2.2036,0.1095,-1.0813,-1.9471
37.57000000,-1.0973,0.4772,-2.2715,0.0264,-0.9339,-2.0517
37.57500000,-1.2067,0.7093,-2.3637,-0.0765,-0.7454,-2.2571
37.58000000,-1.3227,0.9377,-2.5181,-0.1778,-0.6084,-2.4995
37.58500000,-1.4387,1.0708,-2.6581,-0.2567,-0.6004,-2.6719
37.59000000,-1.5202,1.0456,-2.7317,-0.2626,-0.6712,-3.0301
37.59500000,-1.6005,0.9343,-2.8344,-0.3564,-0.7517,-3.2969
37.60000000,-1.7467,0.8020,-3.0131,-0.4827,-0.8540,-3.5321
37.60500000,-1.9576,0.6586,-3.2114,-0.6741,-0.9544,-3.6747
37.61000000,-2.2293,0.5159,-3.3659,-0.9416,-1.0516,-3.7440
37.61500000,-2.5560,0.3821,-3.4315,-1.2476,-1.1417,-3.7453
37.62000000,-2.8852,0.2114,-3.4087,-1.5517,-1.3159,-3.7042
37.62500000,-3.1805,-0.0706,-3.3268,-1.8343,-1.5820,-3.6314
37.63000000,-3.4518,-0.4532,-3.2509,-2.1048,-1.8736,-3.6291
37.63500000,-3.7501,-0.8535,-3.2589,-2.4127,-2.1446,-3.5748
37.64000000,-4.1285,-1.2367,-3.2769,-2.7036,-2.4230,-3.3003
37.64500000,-4.5957,-1.6015,-3.1280,-3.0423,-2.6690,-2.8088
37.65000000,-5.1317,-1.8876,-2.7884,-3.4234,-2.8069,-2.2405
37.65500000,-5.7347,-2.0229,-2.3377,-3.8738,-2.8280,-1.6152
37.66000000,-6.3745,-2.0202,-1.7149,-4.3083,-2.7871,-0.8309
37.66500000,-6.9679,-1.9504,-0.8776,-4.7071,-2.7322,-0.0430
37.67000000,-7.4646,-1.8695,-0.0162,-5.0696,-2.6303,0.5680
37.67500000,-7.7913,-1.7891,0.6534,-5.2775,-2.3286,0.9341
37.68000000,-7.9174,-1.7099,1.0434,-5.4512,-2.0048,1.0727
37.68500000,-7.9026,-1.6384,1.2339,-5.4997,-1.7042,1.2293
37.69000000,-7.7194,-1.5519,1.4268,-5.4031,-1.1697,1.4061
37.69500000,-7.3501,-1.3388,1.7171,-5.0778,-0.6577,1.6289
37.70000000,-6.9272,-0.8791,2.0295,-4.8236,0.0158,1.7280
37.70500000,-6.7235,-0.3667,2.5142,-4.9280,0.5491,2.2216
37.71000000,-6.7744,-0.2500,3.4109,-5.0680,0.8481,2.9262
37.71500000,-7.9158,-1.6190,4.9998,-7.0936,-1.3091,4.7922
37.72000000,-8.4972,-2.3394,4.5066,-4.5908,1.1190,1.1316
37.72500000,-6.1996,0.0947,0.5634,-3.4274,2.8999,-0.8356
37.73000000,-2.9025,2.9421,-4.1759,-0.9771,4.5997,-5.2390
37.73500000,-2.7260,3.9079,-10.7231,-5.6735,3.6983,-11.1517
37.74000000,-6.8102,1.4049,-13.7373,-7.8137,-1.0982,-6.2534
37.74500000,-5.2246,-1.9193,-6.0650,1.6062,-2.0801,2.4276
